,rating,reviewContent,clean_reviewContent
172,4,"barang oke, pengiriman cepat.. kualitas ori garansi resmi  recomended banget",oke kirim cepat kualitas original garansi resmi recomended banget
173,5,"packing rapih, barang sampai sesuai waktu estimasi. rekomen seller, sukses terus👌",packing rapih sampai sesuai waktu estimasi rekomen jual sukses terus
174,3,Mantul meski gak 32 full tapi murah dan gak murahan,mantul meski tidak full tapi murah dan tidak murah
175,4,barang bagus proses pengiriman jg cepat,bagus proses kirim juga cepat
176,1,"Ada yg penyok pada casenya di bagian antena, mungkin pengiriman kurang aman dan hati2, tp untungnya masih fungsi baik. Deskripsinya ada yg gak sesuai, gak ada batre/powerbank tuh. Buku manualnya bahasa cina, ga ngerti. Coba2 sendiri akhirnya bisa, di bantu google.",ada yang penyok pada casenya di bagi antena mungkin kirim kurang aman dan hati tetapi untung masih fungsi baik deskripsi ada yang tidak sesuai tidak ada baterai powerbank tuh buku manual bahasa cina tidak ngerti coba sendiri akhir bisa di bantu google
177,3,"barang ok, tapi proses pengiriman agak lambat",tapi proses kirim agak lambat
178,2,Gan apa ini barang khusus djabotabek aja ke bandung ga bisa?,juragan apa ini khusus djabotabek saja ke bandung tidak bisa
179,5,Barang sudah sampai. Packaging nya bagus sepsialis Lazada. Barangnya keren. Berfungsi dengan baik. Bonus nya juga bagus. Sekian.,sudah sampai packaging bagus sepsialis lazada barang keren fungsi dengan baik bonus juga bagus sekian
180,5,KKlklooololllo.  O,kklklooololllo o
181,2,xxnnxif,xxnnxif
182,3,"gada sopan"" nya kurir nya.Giliran di ksh duit lebih baru sok ramah hahahaha.tapi keren deh paket nye rapi",tidak ada sopan kurir gilir di kasih duit lebih baru sok ramah hahahaha tapi keren deh paket nye rapi
183,3,Barang bagus dan rapi,bagus dan rapi
184,2,Packing Fragile,packing fragile
185,2,Mohon petunjuk nya,mohon tunjuk
186,1,"Saya nunggu seharian, kenapa ga di proses sama sekali?  Padahal saya minta pengiriman via gojek loh...",saya nunggu hari kenapa tidak di proses sama sekali padahal saya minta kirim via gojek loh
187,4,"puas dan dapat bekerja dengan baik, packing rapih dan aman, semoga awet.. dan terus melayani pelanggan dengan baik broh",puas dan dapat kerja dengan baik packing rapih dan aman moga awet dan terus layan langgan dengan baik broh
188,5,"nice, setelah dicoba dan sekarang udah 1th (mungkin) masih bisa dipake dg lancar jaya.. PS. ini pembelian yg pertama, pembelian kedua uda saya review lagi",nice telah coba dan sekarang sudah mungkin masih bisa pakai dengan lancar jaya ps ini beli yang pertama beli dua sudah saya tinjau lagi
189,1,"kenapa saya udh 2 kali mesen tapi di batal kan terus, saya ga puas, udh nunggu lama tapi malah di batalin . . ..",kenapa saya sudah kali mesen tapi di batal kan terus saya tidak puas sudah nunggu lama tapi malah di batalin
190,1,"saya kira ini sudah ada hardisknya, ternyata masih harus beli lagi.  ini cuma alat transfernya doang.  jadi tidak kepake ini barang",saya kira ini sudah ada hardisknya nyata masih harus beli lagi ini cuma alat transfer saja jadi tidak pakai ini
191,2,"Unitnya bagus berjalan normal, tapi saya pesan 3 unit,2 kabel usb gak bsa dipake,error gak connect",unit bagus jalan normal tapi saya pesan unit kabel usb tidak bisa pakai error tidak connect
192,2,pesanan gue kok ga sampe one day service padahal gue pesen pake gojek.,pesan saya kok tidak sampai one hari servis padahal saya pesan pakai gojek
193,3,Barang ok kiriman cepat,kirim cepat
194,2,casenya kadang kebaca kadang ga,casenya kadang baca kadang tidak
195,3,masih tahap test dlu ya..,masih tahap test dulu ya
196,1,"Sudah lewat estimasi pengiriman, barang tak juga datang",sudah lewat estimasi kirim tidak juga datang
197,2,"Barang dah sampe tapi ketika dicoba malah error,data gk masuk,gk muncul pemberitauan pas di pasang di laptop",sudah sampai tapi ketika coba malah error data tidak masuk tidak muncul pemberitauan pas di pasang di laptop
198,4,"Barang sampai sesuai jadwal yg di tentukan, tp belum d coba. klok Uda d copak terus yahut aq kasi 5 bintang. Thx seller maju terus Lazada",sampai sesuai jadwal yang di tentu tetapi belum d coba klok sudah d copak terus yahut saya kasih bintang terimakasih jual maju terus lazada
199,3,Gan ini hardisk apa case doang,juragan ini hardisk apa case saja
200,2,bisa dipakai buat pc.....,bisa pakai buat pc
201,2,Hardisknya mana kok kosong kayak gitu mohon respon,hardisknya mana kok kosong seperti begitu mohon respon
202,2,ini tuh hardisk apa casenya?,ini tuh hardisk apa casenya
203,1,klo ditonton dari samping gk kelihatan harus dari depan,kalau tonton dari samping tidak lihat harus dari depan
204,4,Saya pesan warna hitam tapi yg sampai warna putih. Gpp semua bagus masih baru dan pengiriman cepat! Bagus.,saya pesan warna hitam tapi yang sampai warna putih tidak-apa-apa semua bagus masih baru dan kirim cepat bagus
205,3,barang original mantul,original mantul
206,3,bagus,bagus
207,3,"Kereeennn, tp tidak ada remotenya",kereeennn tetapi tidak ada remotenya
208,2,Apa Nnt ini bs kredit Gmn sie caranya.....,apa nanti ini bisa kredit bagaimana sie cara
209,1,Gak bisa di pake,tidak bisa di pakai
210,2,Kenapa bonusnya malah kabel OTG.. Dan bentuk FD nya agak beda ya,kenapa bonus malah kabel otg dan bentuk fd agak beda ya
211,4,barang bagus sesuai deskripsi & berfungsi baik,bagus sesuai deskripsi fungsi baik
212,1,kecewa . barang saya terima dalam kondisi pecah layarnya.,kecewa saya terima dalam kondisi pecah layar
213,4,Itu klo dicicil cara nya gimna. Pake dp apa ga  Trus byar cicillan gimna,itu kalau cicil cara bagaimana pakai dp apa tidak terus bayar cicillan bagaimana
214,5,"Alhamdulillah, cukup 1 hari menunggu pesan hari ini besok sampai. Mgkin Seller-nya masih wilayah Sumut. Packing standar, kemasan dlm utuh, sdh dicoba berfungsi dgn baik, begitu juga speed 3.0 juga bisa berjalan normal alias cepat hingga 100 Mbps/second. Tingkatkan slalu kualitas dan pelayanan. Thanks.",alhamdulillah cukup hari tunggu pesan hari ini besok sampai mungkin jual masih wilayah sumut packing standar kemas dalam utuh sudah coba fungsi dengan baik begitu juga speed juga bisa jalan normal alias cepat hingga mbps second tingkat selalu kualitas dan layan terimakasih
215,3,"Barang nya bagus, materialnya sesuai. Hanya kerapihan pembuatan yang harus lebih ditingkatkan. Terima kasih",bagus material sesuai hanya kerapihan buat yang harus lebih tingkat terima kasih
216,3,"di foto terlihat ukuran hardcase dan harddisk sangat pas. tetapi setelah barang datang dan saya buka ternyata ukurannya lumayan besar tidak seperti di foto. mau saya balikin tapi kok barangnya murah, ya sudah saya pakai aja, gakpapa kok...",di foto lihat ukur hardcase dan harddisk sangat pas tetapi telah datang dan saya buka nyata ukur lumayan besar tidak seperti di foto mau saya balikin tapi kok barang murah ya sudah saya pakai saja tidak apa kok
217,1,yang datang warna biru.. gak sesuai gambar.. karet dalem nya beda sama gambarnya.. kegedean lagi .. hadeh ...,yang datang warna biru tidak sesuai gambar karet dalem beda sama gambar terlalu besar lagi hadeh
218,1,"Kondisi Barang Vs  Seharusnya Warna Merah seharusnya Hitam Ukuran 3.5"" seharusnya 2.5"" Model Tidak Sama dengan Gambar.",kondisi vs harus warna merah harus hitam ukur harus model tidak sama dengan gambar
219,2,"Barang sudah sampai dengan selamat, dan pengiriman terhitung cepat. Cuma cukup kecewa karna ini Hard case untuk HDD 3.5 inch, bukan 2.5.inch",sudah sampai dengan selamat dan kirim hitung cepat cuma cukup kecewa karena ini hard case untuk hdd inch bukan inch
220,3,"Senin tgl 30Nov bayar, kamis 3Des sdh sampai. Packagenya rapi dan bagus, trnyata dimensinya agak besar dari ekspetasi hehehe.. barang murah tapi ditangani dengan profesional. Good Job",senin tanggal november bayar kamis des sudah sampai packagenya rapi dan bagus nyata dimensi agak besar dari ekspetasi hehehe murah tapi tangan dengan profesional good job
221,4,"Alhamdulilah barang cepat sampai,tapi saya memesan warna hitam yang dikirimkan warna biru,dan hardcase kebesaran",alhamdulillah cepat sampai tapi saya mes warna hitam yang kirim warna biru dan hardcase besar
222,2,Saya pesan warna hitam yang datang warna biru,saya pesan warna hitam yang datang warna biru
223,4,"Sesuai tgl sampainya,  barang mantap tapi warna tidak sesuai pesanan.  rapi oklah.  Tq",sesuai tanggal sampai mantap tapi warna tidak sesuai pesan rapi oklah terimakasih
224,5,"bahan barang kuat.. lebih besar dari dugaan. bisa juga buat masukin powerbank dan hp, thx trend mediatama",bahan kuat lebih besar dari duga bisa juga buat masukin powerbank dan hp terimakasih trend mediatama
225,3,"Warnanya sesuai, pengiriman juga cepat, tapi kegedean sekali barangnya, gak muat untuk hardisk nya",warna sesuai kirim juga cepat tapi terlalu besar sekali barang tidak muat untuk hardisk
226,5,"Pengiriman lumayan cepat, 2-3 hari. Kualitas barang bagus!",kirim lumayan cepat hari kualitas bagus
227,4,Barang d trima dgn baik dan sesuai dgn estimasi waktu,d trima dengan baik dan sesuai dengan estimasi waktu
228,4,Barang sangat bagus dan Handal dalam melindungi hardisk ane dari segala kondisi cuaca.,sangat bagus dan handal dalam lindung hardisk saya dari segala kondisi cuaca
229,1,Jangan sampai beli seller penipu lagi kurang stabil otaknya sudah banyak jadi korban ditolak alasan stock habis,jangan sampai beli jual tipu lagi kurang stabil otak sudah banyak jadi korban tolak alas sedia habis
230,1,"Penipuan nih, nanti barang nya digagalkan dengan alasan stok barang habis. Akhirnya uang konsumen tertahan selama 7 hari lebih.",tipu nih nanti gagal dengan alas stok habis akhir uang konsumen tahan lama hari lebih
231,1,Ni laptop speck nya apa.  Barang hidup atau tidak,laptop speck apa hidup atau tidak
232,1,Baru dipakai langsung beberapa menit saja data ga bsa dibaca,baru pakai langsung beberapa menit saja data tidak bisa baca
233,4,"lama datangnya, barangnya bagus",lama datang barang bagus
234,3,"bagus, sesuai yg d harapkan.... gk nysel gk kecewa beli jg. thnks seller n lazada.",bagus sesuai yang d harap tidak nysel tidak kecewa beli juga thnks jual lazada
235,3,"Barangnya cepat sampai,, kondisinya baik. Thank lazada",barang cepat sampai kondisi baik thank lazada
236,5,"barang dampe dg aman lancar jaya & lebih cepat dari target.. barang, bonus, packing okee.. semoga awet",dampe dengan aman lancar jaya lebih cepat dari target bonus packing okee moga awet
237,1,"pesanan 32GB yang dikirim 16GB, slow respon, ga recomend",pesan yang kirim santai respon tidak recomend
238,3,"segel box dalam kondisi sobek kayanya dah dibuka padahal baru, pembersih",segel box dalam kondisi sobek kaya sudah buka padahal baru bersih
239,3,"Jika terjadi rusak sebelum habis masa garansi, gimana di kembalikan?",jika jadi rusak belum habis masa garansi bagaimana di kembali
240,1,"Tolong dong, judul & deskripsinya yang jelas. Katanya eksternal 3 TB eh yg Dateng cma casingnya doang mna pesen 3 lagi",tolong dong judul deskripsi yang jelas kata eksternal tb eh yang datang cma casingnya saja mana pesan lagi
241,5,"barang sudah sampai dg selamat , packing lumayan rapih pengiriman agak lambat maklum barangnya harus di imor langsung dari cina barang sdh di tes di lsptop dan hasilnya dangat memuaskan dan bahkan sekatang. baru saya pakai di hp android motorola  hslnya sangat sangat puas sekali trims seller , lazada dan mas kurirnya yg ramah sg suksrd selalu  dan smg brngny awet amiiiin",sudah sampai dengan selamat packing lumayan rapih kirim agak lambat maklum barang harus di imor langsung dari cina sudah di tes di lsptop dan hasil dangat muas dan bahkan sekatang baru saya pakai di hp android motorola hslnya sangat sangat puas sekali trims jual lazada dan mas kurir yang ramah sg suksrd selalu dan moga brngny awet amiiiin
242,2,pesanan yg saya terima hanya case hardisk usb obeng dan sekrup saja .. tidak sesuai dengan judul iklannya.. dan saya sudah mengajukan pengembalian dana sesuai respon pelapak trimakasih,pesan yang saya terima hanya case hardisk usb obeng dan sekrup saja tidak sesuai dengan judul iklan dan saya sudah aju kembali dana sesuai respon lapak trimakasih
243,2,2GB / 16GB,
244,5,Barang sudah sampai.. Pengiriman cepat dan tidak ada cacat... Saat dicoba di laptop OS widows 10 berjalan normal dan yang saya suka support dengan otg walau harus dibantu dengan powerbank hehe.. The best deh buat pruduk ini,sudah sampai kirim cepat dan tidak ada cacat saat coba di laptop os widows jalan normal dan yang saya suka support dengan otg walau harus bantu dengan powerbank hehe the best deh buat pruduk ini
245,5,"Sesuai Gambar , Good",sesuai gambar good
246,1,Berapa gb,berapa
247,1,"flashdisknya ga bisa digunakan. setiap copy data, dan pas dibuka lagi. datanya langsung hilang. Itu kenapa ya??",flashdisknya tidak bisa guna tiap copy data dan pas buka lagi data langsung hilang itu kenapa ya
248,2,"Barang nya emang cepet dikirim (nilai + buat lazadanjuga buat penjualnya), sesuai judul harga minim kualitas minim, saran aja nih ya mending beli ORI dari pada OEM, knp ?soalnya copy filenya lama susah kebaca *mesti di format lagi. yaaa ujung2nya nganggur gak kepake, tapi kalo lu mau coba2 beli, test aja siapa tau dapet kualitas bagus",emang cepat kirim nilai buat lazadanjuga buat jual sesuai judul harga minim kualitas minim saran saja nih ya mending beli original dari pada oem kenapa soal copy filenya lama susah baca mesti di format lagi yaaa ujung nganggur tidak pakai tapi kalau kamu mau coba beli test saja siapa tau dapet kualitas bagus
249,1,"Baru dicolokin udah rusak, bunyi ""beep"" berulang ulang.  Untung bisa diretur. Sepertinya dari ekspedisinya.",baru dicolokin sudah rusak bunyi beep ulang ulang untung bisa retur seperti dari ekspedisi
250,4,Sesuai dengan yang saya pesan. Thanks a lot... Good,sesuai dengan yang saya pesan terimakasih lot good
251,5,kemasan sangat rapi. paket sesuai gambar. pengiriman sangat cepat. customer service sangat baik. terima kasih Lazada.,kemas sangat rapi paket sesuai gambar kirim sangat cepat customer servis sangat baik terima kasih lazada
252,5,kwalitas bagus dan bisa digunakan sampai sekarang.,kwalitas bagus dan bisa guna sampai sekarang
253,3,barang cukup bagus,cukup bagus
254,4,barangnya lumayan bagus,barang lumayan bagus
255,5,working...thx lazada n kenkez...,working terimakasih lazada kenkez
256,3,lumayan bagus,lumayan bagus
257,2,"Bagus tapi barang gak sesuai gambar.bentuk nya beda, Terlalu besar.bonus nya bagus bagus.",bagus tapi tidak sesuai gambar bentuk beda terlalu besar bonus bagus bagus
258,5,pesanan sudah saya terima dengan baik...dan sangat cepat...terima kasih lazada,pesan sudah saya terima dengan baik dan sangat cepat terima kasih lazada
259,4,Barang bagus. Dan lengkap sama bonusnya,bagus dan lengkap sama bonus
260,1,Barang yg dikirim ternyata KW.... kecewa,yang kirim nyata kau kecewa
261,5,Sangat puas dengan hasilnya😁👍 Sesuai dgn yg dipesan..Terima kasih yaa👍👍,sangat puas dengan hasil sesuai dengan yang pes terima kasih yaa
262,4,Bagus flashdisk nyq .... Tapi gantungannya jangan putri duyung,bagus flashdisk nyq tapi gantung jangan putri duyung
263,4,item diterima sesuai order tapi belum dipake dapat dompet koin ga ada gantungan boneka terima kadih,item terima sesuai order tapi belum pakai dapat dompet koin tidak ada gantung boneka terima kadih
264,4,barang bagus,bagus
265,3,kapasitas aslinya 56 GB aja,kapasitas asli saja
266,5,barang bagus disain nya juga keren anti air pula poko ne keren dah......,bagus disain juga keren anti air pula poko ne keren sudah
267,3,Ini serius gan? Murah banget buset,ini serius juragan murah banget buset
268,4,Mantap,mantap
269,1,barang sdh datang tp ga bs dipake. kecewa.,sudah datang tetapi tidak bisa pakai kecewa
270,4,mudah mudahan ka angge....,mudah mudah ka angge
271,3,"Bagus ,cepat pengirimanya",bagus cepat pengirimanya
272,5,"pengiriman cepat, barang oke 👍",kirim cepat oke
273,3,barang nya bagus 👍,bagus
274,4,sepertinya ok,seperti
275,5,Mini dan fungsional. Overall oke.,mini dan fungsional overall oke
276,5,biar bintang yg berbicara,biar bintang yang bicara
277,4,"Pesan sehari, sudah sampai. Packing rapi, dng balutan kardus & plastik hitam. Sudah dicoba & berjalan dng baik. Akan tetapi tidak terpikir mengenai pendingin untuk Mika spt ini, jadi sepertinya bila terlalu lama digunakan bisa panas. Cukup bintang 4 ya. Thanks Seller & Lazada....",pesan hari sudah sampai packing rapi dengan balut kardus plastik hitam sudah coba jalan dengan baik akan tetapi tidak pikir kena dingin untuk mika seperti ini jadi seperti bila terlalu lama guna bisa panas cukup bintang ya terimakasih jual lazada
